code,name,industry
600815,厦工股份,专用设备
000799,酒鬼酒,饮料
688010,福光股份,光电子器件
600841,动力新科,通用设备
600885,宏发股份,输变电设备
002988,豪美新材,基本金属
000521,长虹美菱,白色家电
301429,森泰股份,化学新材料
301601,惠通科技,专用设备
000060,中金岭南,基本金属
000423,东阿阿胶,中药生产
601058,赛轮轮胎,橡胶制品
002170,芭田股份,化肥农药
600901,江苏金租,非银行金融
600284,浦东建设,基础建设
300722,新余国科,航空航天装备
301206,三元生物,食品
001277,速达股份,专用设备
002201,九鼎新材,合成纤维及树脂
002575,群兴玩具,贸易
301136,招标股份,专业服务
601816,京沪高铁,公路铁路
600671,ST目药,中药生产
000034,神州数码,计算机硬件
300212,易华录,计算机软件
601825,沪农商行,银行
603226,菲林格尔,家具
002059,云南旅游,休闲服务
300145,中金环境,通用设备
300802,矩子科技,电子设备制造
600054,黄山旅游,休闲服务
605388,均瑶健康,食品
301606,绿联科技,消费电子设备
688173,希荻微,半导体
600696,岩石股份,饮料
600280,中央商场,零售
002716,湖南白银,稀有金属
002470,金正大,化肥农药
603970,中农立华,化肥农药
300397,天和防务,电子设备制造
300360,炬华科技,输变电设备
300761,立华股份,畜牧业
603999,读者传媒,平面媒体
688011,新光光电,电子设备制造
301127,天源环保,环保
871553,凯腾精工,专用设备
603589,口子窖,饮料
002800,天顺股份,物流
603697,有友食品,食品
002313,日海智能,通信设备
838262,太湖雪,服装家纺
000963,华东医药,医药商业
600148,长春一东,汽车
300503,昊志机电,通用设备
300029,ST天龙,电源设备
301116,益客食品,食品
000403,派林生物,生物医药
301078,孩子王,零售
300665,飞鹿股份,化学制品
600058,五矿发展,贸易
002677,浙江美大,小家电
300838,浙江力诺,输变电设备
300656,民德电子,计算机硬件
002261,拓维信息,计算机软件
600618,氯碱化工,化学原料
603839,安正时尚,服装家纺
688255,凯尔达,机器人
600195,中牧股份,畜牧业
002348,高乐股份,文娱用品
605198,安德利,饮料
600679,上海凤凰,其他交运设备
600326,西藏天路,水泥
301578,辰奕智能,电子器件
603026,石大胜华,化学原料
002519,银河电子,地面装备
688696,极米科技,消费电子设备
601606,长城军工,地面装备
300425,中建环能,环保
603536,惠发食品,食品
600697,欧亚集团,零售
600648,外高桥,贸易
300017,网宿科技,互联网技术
600855,航天长峰,计算机硬件
002796,世嘉科技,电子设备制造
000729,燕京啤酒,饮料
835207,众诚科技,计算机软件
300932,三友联众,电子设备制造
601616,广电电气,输变电设备
600133,东湖高新,基础建设
600497,驰宏锌锗,基本金属
600352,浙江龙盛,化学制品
688758,赛分科技,化学制品
601969,海南矿业,铁矿石
301302,华如科技,计算机软件
601888,中国中免,贸易
002461,珠江啤酒,饮料
600379,宝光股份,其他电气设备
002707,众信旅游,休闲服务
000822,山东海化,化学原料
688717,艾罗能源,电子设备制造
002073,软控股份,专用设备
300252,金信诺,通信设备
600754,锦江酒店,休闲服务
688114,华大智造,医疗器械
300231,银信科技,计算机软件
000561,烽火电子,通信设备
000702,正虹科技,畜牧业
600801,华新水泥,水泥
300368,ST汇金,计算机硬件
002646,天佑德酒,饮料
601038,一拖股份,专用设备
002857,三晖电气,通用设备
300413,芒果超媒,互联网服务
002374,中锐股份,金属制品
300619,金银河,专用设备
301306,西测测试,专业服务
600556,天下秀,互联网服务
000962,东方钽业,金属非金属新材料
603505,金石资源,化学原料
001389,广合科技,半导体
600702,舍得酒业,饮料
688388,嘉元科技,金属非金属新材料
002287,奇正藏药,中药生产
601106,中国一重,专用设备
002192,融捷股份,稀有金属
835640,富士达,通信设备
002408,齐翔腾达,化学原料
300448,浩云科技,计算机软件
300144,宋城演艺,休闲服务
600493,凤竹纺织,纺织
301011,华立科技,文娱用品
000417,合百集团,零售
600128,苏豪弘业,贸易
301190,善水科技,化学制品
300127,银河磁体,金属非金属新材料
600603,ST广物,公路铁路
600712,南宁百货,零售
300321,同大股份,化学制品
300797,钢研纳克,专业服务
688128,中国电研,专用设备
000036,华联控股,房地产开发
300106,西部牧业,食品
002049,紫光国微,半导体
002209,达 意 隆,专用设备
002981,朝阳科技,电子设备制造
601166,兴业银行,银行
000876,新 希 望,畜牧业
600543,莫高股份,饮料
600250,南京商旅,贸易
000923,河钢资源,铁矿石
002316,ST亚联,通信设备
301067,显盈科技,电子器件
600299,安迪苏,化学制品
603288,海天味业,食品
000635,英 力 特,化学原料
300087,荃银高科,农业
603151,邦基科技,畜牧业
003042,中农联合,化肥农药
300123,亚光科技,电子器件
301157,华塑科技,计算机硬件
300877,金春股份,纺织
688231,隆达股份,金属制品
600486,扬农化工,化肥农药
300682,朗新集团,计算机软件
002268,电科网安,计算机软件
300245,天玑科技,计算机软件
605001,威奥股份,轨道交通设备
000656,*ST金科,房地产开发
002790,瑞尔特,其他轻工
002539,云图控股,化肥农药
688586,江航装备,航空航天装备
600594,益佰制药,中药生产
002091,江苏国泰,贸易
002651,利君股份,专用设备
002419,天虹股份,零售
688080,映翰通,通信设备
301262,海看股份,广播电视
300011,鼎汉技术,轨道交通设备
300180,华峰超纤,化学制品
000010,美丽生态,基础建设
000151,中成股份,贸易
301388,欣灵电气,输变电设备
430418,苏轴股份,通用设备
002159,三特索道,休闲服务
603191,望变电气,输变电设备
605180,华生科技,纺织
600371,万向德农,农业
600438,通威股份,电源设备
600573,惠泉啤酒,饮料
002386,天原股份,化学原料
601567,三星医疗,输变电设备
600463,空港股份,房地产开发
600118,中国卫星,航空航天装备
002905,金逸影视,影视动漫
600066,宇通客车,汽车
000920,沃顿科技,化学制品
688345,博力威,电源设备
836422,润普食品,食品
600983,惠而浦,白色家电
605377,华旺科技,造纸印刷
603043,广州酒家,食品
000762,西藏矿业,稀有金属
600858,银座股份,零售
600243,青海华鼎,专用设备
301282,金禄电子,电子器件
000863,三湘印象,房地产开发
601966,玲珑轮胎,橡胶制品
600537,亿晶光电,电源设备
600099,林海股份,其他交运设备
300188,国投智能,计算机软件
300165,ST天瑞,通用设备
000638,万方发展,农业
688061,灿瑞科技,半导体
300798,锦鸡股份,化学制品
002848,高斯贝尔,视听器材
000622,*ST恒立,汽车
600500,中化国际,化学原料
600328,中盐化工,化学原料
002205,国统股份,基础建设
002601,龙佰集团,化学制品
300846,首都在线,互联网技术
600320,振华重工,通用设备
002226,江南化工,化学制品
832522,纳科诺尔,通用设备
688226,威腾电气,输变电设备
002425,ST凯文,互联网服务
603876,鼎胜新材,基本金属
688119,中钢洛耐,耐火材料
600027,华电国际,电力
002057,中钢天源,金属非金属新材料
603559,*ST通脉,通信设备
603136,天目湖,休闲服务
002191,劲嘉股份,造纸印刷
301141,中科磁业,金属非金属新材料
300091,金通灵,通用设备
301216,万凯新材,化学新材料
002985,北摩高科,航空航天装备
301556,托普云农,计算机软件
002780,三夫户外,服装家纺
688069,德林海,环保
301098,金埔园林,建筑施工
000032,深桑达A,建筑施工
302132,中航成飞,通用设备
600115,中国东航,航空机场
002538,司尔特,化肥农药
603838,四通股份,陶瓷
688565,力源科技,专用设备
603908,牧高笛,纺织
300528,幸福蓝海,影视动漫
002486,嘉麟杰,服装家纺
301330,熵基科技,计算机软件
600439,瑞贝卡,其他轻工
301273,瑞晨环保,通用设备
300875,捷强装备,地面装备
300847,中船汉光,计算机硬件
601608,中信重工,专用设备
600559,老白干酒,饮料
000428,华天酒店,休闲服务
600378,昊华科技,化学制品
003043,华亚智能,金属制品
301288,清研环境,专用设备
002686,亿利达,通用设备
603359,东珠生态,环保
002591,恒大高新,化学制品
002100,天康生物,畜牧业
002949,华阳国际,专业服务
000823,超声电子,电子元件
000524,岭南控股,休闲服务
603155,新亚强,化学制品
601838,成都银行,银行
600436,片仔癀,中药生产
688292,浩瀚深度,互联网服务
688312,燕麦科技,专用设备
603230,内蒙新华,平面媒体
600986,浙文互联,互联网服务
002004,华邦健康,化肥农药
600673,东阳光,综合
002982,湘佳股份,畜牧业
002254,泰和新材,合成纤维及树脂
600138,中青旅,休闲服务
000593,德龙汇能,燃气
601577,长沙银行,银行
003000,劲仔食品,食品
831087,秋乐种业,农业
601218,吉鑫科技,电源设备
600428,中远海特,港口航运
000636,风华高科,电子元件
301552,科力装备,汽车
601968,宝钢包装,造纸印刷
003033,征和工业,通用设备
600960,渤海汽车,汽车
002309,*ST中利,输变电设备
001258,立新能源,电力
688392,骄成超声,专用设备
002798,帝欧家居,家具
600125,铁龙物流,公路铁路
301101,明月镜片,合成纤维及树脂
002552,宝鼎科技,通用设备
603079,圣达生物,食品
605058,澳弘电子,半导体
600271,航天信息,计算机硬件
688316,青云科技-U,计算机软件
002465,海格通信,通信设备
603344,星德胜,电机
002294,信立泰,化学制药
601158,重庆水务,水务
002021,中捷资源,专用设备
600084,中信尼雅,饮料
600748,上实发展,房地产开发
000037,深南电A,电力
002726,龙大美食,食品
002448,中原内配,汽车
873122,中纺标,专业服务
600690,海尔智家,白色家电
300808,久量股份,照明设备
600305,恒顺醋业,食品
300371,汇中股份,通用设备
002969,嘉美包装,造纸印刷
600749,西藏旅游,休闲服务
430556,雅达股份,通用设备
002746,仙坛股份,畜牧业
002702,海欣食品,食品
601188,龙江交通,公路铁路
002441,众业达,其他电气设备
300322,硕贝德,电子设备制造
300684,中石科技,化学新材料
002545,东方铁塔,化肥农药
300097,ST智云,通用设备
002627,三峡旅游,休闲服务
301165,锐捷网络,通信设备
002732,燕塘乳业,食品
600838,上海九百,零售
600845,宝信软件,计算机软件
600628,新世界,零售
601717,郑煤机,专用设备
601615,明阳智能,其他电气设备
002576,通达动力,电机
000558,天府文旅,休闲服务
600180,瑞茂通,煤炭
600593,大连圣亚,休闲服务
300365,恒华科技,计算机软件
600332,白云山,中药生产
603609,禾丰股份,畜牧业
000898,鞍钢股份,钢铁
002578,闽发铝业,基本金属
600235,民丰特纸,造纸印刷
300069,金利华电,输变电设备
301311,昆船智能,电子设备制造
002200,ST交投,建筑施工
603073,彩蝶实业,纺织
000544,中原环保,水务
605098,行动教育,教育
300102,乾照光电,光电子器件
002108,沧州明珠,其他建材
002240,盛新锂能,金属非金属新材料
002131,利欧股份,营销服务
600400,红豆股份,服装家纺
301018,申菱环境,专用设备
002081,金 螳 螂,装修装饰
000813,德展健康,生物医药
002231,奥维通信,通信设备
603303,得邦照明,光电子器件
603353,和顺石油,石油天然气
002304,洋河股份,饮料
003030,祖名股份,食品
603612,索通发展,化学制品
600877,电科芯片,半导体
873690,捷众科技,汽车
002645,华宏科技,环保
000679,大连友谊,零售
603173,福斯达,通用设备
300323,华灿光电,光电子器件
001202,炬申股份,物流
002755,奥赛康,化学制药
001239,永达股份,金属制品
002832,比音勒芬,服装家纺
600152,维科技术,电源设备
002480,新筑股份,轨道交通设备
301536,星宸科技,半导体
300908,仲景食品,食品
003023,彩虹集团,消费电子设备
300026,红日药业,中药生产
002300,太阳电缆,输变电设备
600992,贵绳股份,金属制品
601028,玉龙股份,贵金属
003037,三和管桩,水泥
600258,首旅酒店,休闲服务
000707,双环科技,化学原料
300001,特锐德,输变电设备
300900,广联航空,航空航天装备
300292,吴通控股,通信设备
601328,交通银行,银行
600251,冠农股份,农业
000885,城发环境,环保
601908,京运通,电力
002830,名雕股份,装修装饰
300824,北鼎股份,其他家电
600331,宏达股份,化学原料
000860,顺鑫农业,饮料
300487,蓝晓科技,化学制品
002671,龙泉股份,其他建材
301040,中环海陆,金属制品
601700,风范股份,输变电设备
688536,思瑞浦,半导体
600810,神马股份,合成纤维及树脂
000825,太钢不锈,钢铁
603029,天鹅股份,专用设备
603708,家家悦,零售
603215,比依股份,小家电
300882,万胜智能,通用设备
600397,安源煤业,煤炭
002700,ST浩源,燃气
603800,洪田股份,专用设备
600698,湖南天雁,汽车
601111,中国国航,航空机场
600388,龙净环保,专用设备
002216,三全食品,食品
002856,美芝股份,装修装饰
603569,长久物流,物流
002242,九阳股份,小家电
601011,宝泰隆,煤炭
002836,新宏泽,造纸印刷
002107,沃华医药,中药生产
300481,濮阳惠成,化学制品
600793,宜宾纸业,造纸印刷
603931,格林达,化学制品
600758,辽宁能源,煤炭
002717,岭南股份,环保
002511,中顺洁柔,造纸印刷
605399,晨光新材,化学原料
688022,瀚川智能,专用设备
000978,桂林旅游,休闲服务
002909,集泰股份,化学制品
600582,天地科技,专用设备
002053,云南能投,电源设备
688032,禾迈股份,输变电设备
300162,雷曼光电,光电子器件
871263,莱赛激光,通用设备
300748,金力永磁,金属非金属新材料
600408,安泰集团,煤炭
002634,棒杰股份,服装家纺
300713,英可瑞,电源设备
601918,新集能源,煤炭
002682,龙洲股份,物流
002518,科士达,电源设备
688157,松井股份,化学制品
601229,上海银行,银行
603072,XD天和磁,金属非金属新材料
001331,胜通能源,物流
301377,鼎泰高科,金属制品
002987,京北方,互联网服务
002991,甘源食品,食品
601512,中新集团,房地产开发
301029,怡合达,通用设备
600854,春兰股份,房地产开发
000301,东方盛虹,化学原料
601366,利群股份,零售
003031,中瓷电子,电子设备制造
601212,白银有色,基本金属
600335,国机汽车,汽车
002483,润邦股份,通用设备
603959,ST百利,通用设备
603321,梅轮电梯,专用设备
002508,老板电器,小家电
301217,铜冠铜箔,电子元件
603312,西典新能,其他电气设备
000659,珠海中富,造纸印刷
000913,钱江摩托,摩托车
000663,永安林业,林业
603071,物产环能,贸易
600444,国机通用,通用设备
301012,扬电科技,输变电设备
301337,亚华电子,专业服务
688223,晶科能源,电源设备
603709,中源家居,家具
600730,中国高科,教育
300556,丝路视觉,计算机软件
000584,*ST工智,机器人
002233,塔牌集团,水泥
002493,荣盛石化,合成纤维及树脂
688545,兴福电子,化学新材料
603052,可川科技,电子元件
601688,华泰证券,非银行金融
300909,汇创达,电子器件
002009,天奇股份,专用设备
000793,华闻集团,平面媒体
688309,恒誉环保,专用设备
688268,华特气体,化学原料
001229,魅视科技,电子设备制造
002023,海特高新,航空航天装备
600036,招商银行,银行
600639,浦东金桥,房地产开发
603023,*ST威帝,汽车
600798,宁波海运,港口航运
002852,道道全,农业
002065,东华软件,计算机软件
600163,中闽能源,电力
600173,卧龙地产,房地产开发
603466,风语筑,专业服务
603628,清源股份,电源设备
688592,司南导航,卫星应用
600816,建元信托,非银行金融
603227,雪峰科技,化学制品
600210,紫江企业,造纸印刷
300953,震裕科技,专用设备
300631,久吾高科,环保
601728,中国电信,通信运营
600540,新赛股份,农业
300999,金龙鱼,农业
600731,湖南海利,化肥农药
688772,珠海冠宇,电源设备
300342,天银机电,白色家电
688330,宏力达,其他电气设备
833394,民士达,造纸印刷
600883,博闻科技,农业
600583,海油工程,石油天然气
300043,星辉娱乐,互联网服务
601016,节能风电,电力
600800,渤海化学,化学原料
002867,周大生,珠宝首饰
000042,中洲控股,房地产开发
603325,博隆技术,通用设备
600229,城市传媒,平面媒体
600201,生物股份,畜牧业
002431,棕榈股份,建筑施工
301202,朗威股份,通用设备
600887,伊利股份,食品
601568,北元集团,化学原料
600072,中船科技,建筑施工
603075,热威股份,其他家电
601996,丰林集团,林业
600956,新天绿能,燃气
300278,华昌达,通用设备
000751,锌业股份,基本金属
003009,中天火箭,航空航天装备
002588,史丹利,化肥农药
600691,阳煤化工,化肥农药
603366,日出东方,白色家电
600620,天宸股份,房地产开发
002062,宏润建设,基础建设
603885,吉祥航空,航空机场
600745,闻泰科技,消费电子设备
600119,长江投资,物流
300303,聚飞光电,光电子器件
688122,西部超导,金属非金属新材料
300203,聚光科技,专用设备
000566,海南海药,化学制药
603272,联翔股份,其他轻工
000670,盈方微,半导体
600668,尖峰集团,水泥
600616,金枫酒业,饮料
300193,佳士科技,通用设备
600496,精工钢构,钢结构
002895,川恒股份,化学原料
600548,深高速,公路铁路
688509,正元地信,专业服务
002289,ST宇顺,电子器件
002127,南极电商,互联网商务
873223,荣亿精密,通用设备
603187,海容冷链,通用设备
688768,容知日新,通用设备
600746,江苏索普,化学制品
000993,闽东电力,电力
003017,大洋生物,化学原料
600596,新安股份,化肥农药
001326,联域股份,照明设备
603871,嘉友国际,物流
605507,国邦医药,化学制药
300419,ST浩丰,计算机软件
603228,景旺电子,电子元件
000850,华茂股份,纺织
002186,全 聚 德,休闲服务
603778,国晟科技,电源设备
002332,仙琚制药,化学制药
603099,长白山,休闲服务
300190,维尔利,环保
000025,特  力A,珠宝首饰
688472,阿特斯,电子器件
603221,爱丽家居,家具
600862,中航高科,航空航天装备
603500,祥和实业,铁路设备
000869,张  裕A,饮料
300991,创益通,电子元件
688302,海创药业-U,生物医药
600527,江南高纤,合成纤维及树脂
300228,富瑞特装,专用设备
688657,浩辰软件,计算机软件
301488,豪恩汽电,电子设备制造
603299,苏盐井神,食品
300420,五洋自控,通用设备
000407,胜利股份,燃气
600667,太极实业,建筑施工
002148,北纬科技,通信设备
600433,冠豪高新,造纸印刷
600278,东方创业,贸易
002329,皇氏集团,食品
600191,华资实业,农业
002557,洽洽食品,食品
600780,通宝能源,电力
600578,京能电力,电力
300878,维康药业,中药生产
002152,广电运通,计算机硬件
002320,海峡股份,港口航运
601088,中国神华,煤炭
002058,威尔泰,输变电设备
002171,楚江新材,基本金属
601126,四方股份,输变电设备
603161,科华控股,汽车
601890,亚星锚链,船舶与海洋装备
605567,春雪食品,食品
600076,康欣新材,林业
601187,厦门银行,银行
600707,彩虹股份,电子器件
600409,三友化工,化学原料
002370,亚太药业,化学制药
600456,宝钛股份,稀有金属
600623,华谊集团,化学制品
688319,欧林生物,生物医药
002266,浙富控股,环保
000545,金浦钛业,化学原料
300762,上海瀚讯,地面装备
688558,国盛智科,通用设备
603486,科沃斯,机器人
688616,西力科技,通用设备
600551,时代出版,平面媒体
300536,*ST农尚,建筑施工
600917,重庆燃气,燃气
600399,抚顺特钢,钢铁
003003,天元股份,造纸印刷
600295,鄂尔多斯,铁矿石
600586,金晶科技,玻璃
000759,中百集团,零售
603878,武进不锈,钢铁
301345,涛涛车业,其他交运设备
002829,星网宇达,航空航天装备
605122,四方新材,水泥
300032,金龙机电,电子器件
002513,蓝丰生化,化肥农药
002718,友邦吊顶,其他建材
600512,腾达建设,建筑施工
002984,森麒麟,橡胶制品
688602,康鹏科技,化学制品
002498,汉缆股份,输变电设备
002326,永太科技,化学原料
002037,保利联合,化学制品
600097,开创国际,渔业
300929,华骐环保,环保
000897,津滨发展,房地产开发
300427,红相股份,输变电设备
605299,舒华体育,文娱用品
000599,青岛双星,橡胶制品
300079,数码视讯,通信设备
002884,凌霄泵业,通用设备
688067,爱威科技,医疗器械
000088,盐 田 港,港口航运
603022,新通联,造纸印刷
601998,中信银行,银行
300749,顶固集创,家具
600597,光明乳业,食品
001219,青岛食品,食品
000778,新兴铸管,钢铁
301000,肇民科技,化学制品
603238,诺邦股份,纺织
002176,江特电机,电机
600029,南方航空,航空机场
002771,真视通,计算机软件
605258,协和电子,电子设备制造
002626,金达威,保健护理
688383,新益昌,专用设备
300724,捷佳伟创,电源设备
000543,皖能电力,电力
603256,宏和科技,合成纤维及树脂
000731,四川美丰,化肥农药
300181,佐力药业,中药生产
688303,大全能源,电源设备
688371,菲沃泰,电子设备制造
601990,南京证券,非银行金融
300376,ST易事特,电源设备
300067,安诺其,化学制品
002926,华西证券,非银行金融
002086,东方海洋,医疗器械
831726,朱老六,食品
300848,美瑞新材,化学制品
600059,古越龙山,饮料
300389,艾比森,光电子器件
002456,欧菲光,光电子器件
300414,中光防雷,通信设备
002952,亚世光电,电子器件
002775,文科股份,建筑施工
601566,九牧王,服装家纺
600130,波导股份,通信设备
301153,中科江南,计算机软件
605222,起帆电缆,输变电设备
688045,必易微,半导体
600977,中国电影,影视动漫
301618,长联科技,纺织
605366,宏柏新材,化学制品
300591,万里马,服装家纺
600612,老凤祥,珠宝首饰
603188,亚邦股份,化学制品
688068,热景生物,医疗器械
688560,明冠新材,电源设备
603115,海星股份,电子元件
600202,哈空调,通用设备
000529,广弘控股,食品
300317,珈伟新能,电源设备
002782,可立克,电子设备制造
603558,健盛集团,服装家纺
603007,ST花王,建筑施工
600955,维远股份,化学原料
002169,智光电气,输变电设备
300251,光线传媒,影视动漫
000921,海信家电,白色家电
688671,碧兴物联,通用设备
600880,博瑞传播,教育
601008,连云港,港口航运
600161,天坛生物,生物医药
605268,王力安防,金属制品
605136,丽人丽妆,互联网商务
300334,津膜科技,环保
600984,建设机械,专用设备
300265,通光线缆,输变电设备
002467,二六三,通信运营
002742,ST三圣,化学制药
002189,中光学,光电子器件
688103,国力股份,电子器件
688659,元琛科技,专用设备
300185,通裕重工,通用设备
301448,开创电气,通用设备
605008,长鸿高科,橡胶制品
600740,山西焦化,煤炭
603102,百合股份,食品
603313,梦百合,家具
002506,协鑫集成,电源设备
601609,金田股份,基本金属
600918,中泰证券,非银行金融
000338,潍柴动力,汽车
601388,怡球资源,基本金属
600630,龙头股份,服装家纺
600396,华电辽能,电力
300355,蒙草生态,环保
002076,星光股份,光电子器件
002136,安 纳 达,化学制品
002383,合众思壮,卫星应用
002528,ST英飞拓,计算机硬件
688031,星环科技-U,计算机软件
300019,硅宝科技,化学制品
002492,恒基达鑫,物流
600568,ST中珠,生物医药
600515,海南机场,房地产开发
600021,上海电力,电力
300291,百纳千成,营销服务
002951,*ST金时,电源设备
002587,奥拓电子,光电子器件
830809,安达科技,金属非金属新材料
600863,内蒙华电,电力
002930,宏川智慧,物流
002877,智能自控,通用设备
600784,鲁银投资,化学新材料
600615,丰华股份,金属制品
300858,科拓生物,食品
600755,厦门国贸,贸易
600683,京投发展,房地产开发
600169,太原重工,专用设备
002418,康盛股份,专用设备
600797,浙大网新,计算机软件
002738,中矿资源,稀有金属
000783,长江证券,非银行金融
600981,汇鸿集团,贸易
300668,杰恩设计,专业服务
300055,万邦达,环保
002736,国信证券,非银行金融
002886,沃特股份,化学制品
002040,南 京 港,港口航运
002133,广宇集团,房地产开发
603528,多伦科技,计算机软件
600624,复旦复华,医药商业
002375,亚厦股份,装修装饰
002096,易普力,化学制品
688485,九州一轨,专用设备
003018,金富科技,造纸印刷
600449,宁夏建材,水泥
000571,新大洲A,煤炭
688601,力芯微,电子器件
600775,南京熊猫,通信设备
601528,瑞丰银行,银行
600844,丹化科技,化学制品
002817,黄山胶囊,化学制药
600929,雪天盐业,食品
603355,莱克电气,小家电
830946,森萱医药,化学制药
601222,林洋能源,输变电设备
600857,宁波中百,零售
300691,联合光电,光电子器件
600011,华能国际,电力
601999,出版传媒,平面媒体
601718,际华集团,服装家纺
002783,凯龙股份,化学制品
603030,全筑股份,装修装饰
603392,万泰生物,生物医药
600023,浙能电力,电力
300437,清水源,化学制品
300535,达威股份,化学制品
301392,汇成真空,通用设备
872931,无锡鼎邦,专用设备
601949,中国出版,平面媒体
002032,苏 泊 尔,小家电
600158,中体产业,体育
600062,华润双鹤,化学制药
600462,*ST九有,营销服务
300510,金冠股份,输变电设备
688428,诺诚健华-U,生物医药
603648,畅联股份,物流
600051,宁波联合,综合
000607,华媒控股,营销服务
002561,徐家汇,零售
301300,远翔新材,化学制品
836826,盖世食品,农业
600795,国电电力,电力
601128,常熟银行,银行
688146,中船特气,半导体
001218,丽臣实业,化学制品
688212,澳华内镜,医疗器械
002340,格林美,电源设备
002512,达华智能,电子元件
603098,森特股份,装修装饰
000626,远大控股,贸易
605020,永和股份,化学制品
600226,亨通股份,电力
300015,爱尔眼科,医疗服务
000881,中广核技,化学原料
300269,联建光电,电子器件
603903,中持股份,环保
301168,通灵股份,其他电气设备
000008,神州高铁,铁路设备
002019,亿帆医药,生物医药
300310,宜通世纪,通信设备
000930,中粮科技,农业
600329,达仁堂,中药生产
600429,三元股份,食品
603351,威尔药业,化学制药
000888,峨眉山A,休闲服务
688178,万德斯,环保
300971,博亚精工,通用设备
000895,双汇发展,食品
600318,新力金融,非银行金融
601882,海天精工,通用设备
600108,亚盛集团,农业
002550,千红制药,化学制药
002011,盾安环境,通用设备
002661,克明食品,食品
301419,阿莱德,通信设备
603680,今创集团,铁路设备
600488,津药药业,化学制药
003035,南网能源,专业服务
603703,盛洋科技,电子器件
003039,顺控发展,水务
002541,鸿路钢构,钢结构
002376,新北洋,计算机硬件
601916,浙商银行,银行
600916,中国黄金,珠宝首饰
600015,华夏银行,银行
300219,鸿利智汇,光电子器件
002955,鸿合科技,电子元件
300305,裕兴股份,化学制品
000009,中国宝安,综合
300674,宇信科技,互联网服务
002184,海得控制,输变电设备
002668,TCL智家,白色家电
002135,东南网架,钢结构
301041,金百泽,电子元件
600824,益民集团,服装家纺
000713,丰乐种业,农业
600160,巨化股份,化学原料
601399,国机重装,专用设备
002476,宝莫股份,化学制品
603818,曲美家居,家具
603817,海峡环保,环保
600642,申能股份,电力
003015,日久光电,光电子器件
001217,华尔泰,化学原料
603681,永冠新材,化学制品
002123,梦网科技,通信设备
002818,富森美,商业物业经营
603808,歌力思,服装家纺
605179,一鸣食品,食品
600405,动力源,电源设备
600032,浙江新能,电力
000720,新能泰山,输变电设备
837592,华信永道,计算机软件
601633,长城汽车,汽车
603989,艾华集团,电子元件
600529,山东药玻,医疗器械
000990,诚志股份,化学制品
688287,ST观典,航空航天装备
600369,西南证券,非银行金融
000901,航天科技,通用设备
300012,华测检测,专业服务
600692,亚通股份,房地产开发
300066,三川智慧,通用设备
688419,耐科装备,专用设备
002697,红旗连锁,零售
002688,金河生物,畜牧业
000539,粤电力A,电力
301105,鸿铭股份,专用设备
002286,保龄宝,农业
688112,鼎阳科技,通用设备
603103,横店影视,影视动漫
001283,豪鹏科技,电源设备
300204,舒泰神,生物医药
601877,正泰电器,输变电设备
002132,恒星科技,金属制品
300021,大禹节水,农业
002687,乔治白,服装家纺
000955,欣龙控股,纺织
300268,ST佳沃,渔业
833509,同惠电子,通用设备
600333,长春燃气,燃气
002305,南国置业,房地产开发
002092,ST中泰,化学原料
688711,宏微科技,电子元件
603066,音飞储存,专用设备
000726,鲁  泰A,纺织
000523,红棉股份,食品
002361,神剑股份,合成纤维及树脂
600820,隧道股份,基础建设
002228,合兴包装,造纸印刷
300717,华信新材,化学制品
300936,中英科技,通信设备
600098,广州发展,电力
300621,维业股份,装修装饰
000004,国华网安,计算机软件
600528,中铁工业,轨道交通设备
000727,冠捷科技,电子器件
300573,兴齐眼药,生物医药
688261,东微半导,半导体
002850,科达利,金属制品
300039,上海凯宝,中药生产
301626,苏州天脉,电子元件
600744,华银电力,电力
000027,深圳能源,电力
688349,三一重能,电源设备
600452,涪陵电力,电力
603909,建发合诚,建筑施工
872953,国子软件,计算机软件
603069,海汽集团,公路铁路
001269,欧晶科技,环保
000061,农 产 品,商业物业经营
603076,乐惠国际,专用设备
300815,玉禾田,专业服务
601156,东航物流,航空机场
301322,绿通科技,其他交运设备
002012,凯恩股份,造纸印刷
601012,隆基绿能,电源设备
002190,成飞集成,其他电气设备
300608,思特奇,计算机软件
601515,东峰集团,造纸印刷
601228,广州港,港口航运
000972,中基健康,农业
600660,福耀玻璃,汽车
000737,北方铜业,基本金属
600963,岳阳林纸,造纸印刷
300633,开立医疗,医疗器械
301228,实朴检测,专业服务
600644,乐山电力,电力
600300,维维股份,饮料
688047,龙芯中科,计算机硬件
603332,苏州龙杰,合成纤维及树脂
002866,传艺科技,电子元件
300613,富瀚微,半导体
603856,东宏股份,其他建材
000800,一汽解放,汽车
600285,羚锐制药,中药生产
600868,梅雁吉祥,电力
300767,震安科技,橡胶制品
301327,华宝新能,电子器件
001205,盛航股份,港口航运
601669,中国电建,基础建设
002078,太阳纸业,造纸印刷
603828,ST柯利达,装修装饰
603889,新澳股份,纺织
000019,深粮控股,贸易
603488,展鹏科技,输变电设备
600688,上海石化,石油天然气
002451,摩恩电气,输变电设备
000520,凤凰航运,港口航运
000401,冀东水泥,水泥
688105,诺唯赞,生物医药
605577,龙版传媒,平面媒体
600604,市北高新,房地产开发
603167,渤海轮渡,港口航运
002303,美盈森,造纸印刷
300497,富祥药业,化学制药
002629,仁智股份,石油天然气
